std_q,user_q,match_label,class_label
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,需要带房产证吗,1,14
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,需要带租赁协议复印件吗,1,14
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,我需要带着房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,1,14
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,我需要带着房产证吗,1,14
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,我需要带着租赁协议复印件吗,1,14
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,我需要带着产权人房产证复印件及同意报装证明吗,1,14
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,产权人房产证复印件及同意报装证明都需要吗,1,14
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,需要产权人房产证复印件吗,1,14
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,要带着同意报装证明吗,1,14
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,要准备房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,1,14
我这属于私人宅基地建筑,我这算是私人宅基地建筑,1,15
我这属于私人宅基地建筑,我家属于宅基地,1,15
我这属于私人宅基地建筑,这房子属于私人宅基地建筑,1,15
我这属于私人宅基地建筑,这房子是私人宅基地建筑,1,15
我这属于私人宅基地建筑,这房子是宅基地,1,15
我这属于私人宅基地建筑,是私人宅基地建筑,1,15
我这属于私人宅基地建筑,是宅基地建筑,1,15
我这属于私人宅基地建筑,属于私人宅基地建筑,1,15
我这属于私人宅基地建筑,算是私人宅基地建筑,1,15
我这属于私人宅基地建筑,我们这属于私人宅基地建筑,1,15
需要带政府或规划部门的批复文件吗,需要带政府的批复文件吗,1,16
需要带政府或规划部门的批复文件吗,需要带规划部门的批复文件吗,1,16
需要带政府或规划部门的批复文件吗,要带政府批复文件吗,1,16
需要带政府或规划部门的批复文件吗,政府的批复文件需要带着么,1,16
需要带政府或规划部门的批复文件吗,需要拿着规划部门的批复文件吗,1,16
需要带政府或规划部门的批复文件吗,需要规划部门的批复文件吗,1,16
需要带政府或规划部门的批复文件吗,我要不要带着规划部门的批复文件,1,16
需要带政府或规划部门的批复文件吗,政府的批复文件也要带吗,1,16
需要带政府或规划部门的批复文件吗,规划部门的批复文件也要带吗,1,16
需要带政府或规划部门的批复文件吗,政府或规划部门的批复文件是不是也得拿着？,1,16
非居民用户,我是非居民,1,17
非居民用户,我不是居民,1,17
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,1,18
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,1,18
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我需要带企业法定代表人身份证复印件吗,1,18
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我需要带法定代表人签章的授权本单位人员的授权委托书吗,1,18
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我需要带被授权经办人的身份证复印件吗,1,18
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带企业法定代表人身份证复印件吗,1,18
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带法定代表人签章的授权本单位人员的授权委托书吗,1,18
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带被授权经办人的身份证复印件吗,1,18
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,需要拿被授权经办人的身份证复印件吗,1,18
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,需不需要带企业法定代表人身份证复印件？,1,18
需要带有效营业执照复印件吗,要带有效营业执照复印件吗,1,19
需要带有效营业执照复印件吗,我需要要带有效营业执照复印件吗,1,19
需要带有效营业执照复印件吗,要带着有效营业执照复印件吗,1,19
需要带有效营业执照复印件吗,需不需要带有效营业执照复印件？,1,19
需要带有效营业执照复印件吗,有效营业执照复印件也得带着吗,1,19
需要带有效营业执照复印件吗,有效营业执照复印件需要吗,1,19
需要带有效营业执照复印件吗,有效营业执照复印件是不是也得拿着,1,19
需要带有效营业执照复印件吗,有效营业执照复印件也是需要的吧？,1,19
需要带有效营业执照复印件吗,有效营业执照复印件要不要带？,1,19
需要带有效营业执照复印件吗,请问要带有效营业执照复印件吗,1,19
我属于企业或工商客户,我是代表公司来的,1,20
我属于企业或工商客户,我是代表我们银行来的,1,20
我属于企业或工商客户,我属于企业客户,1,20
我属于企业或工商客户,我属于工商客户,1,20
我属于企业或工商客户,我是百度的,1,20
我属于企业或工商客户,我是阿里的,1,20
我属于企业或工商客户,我是石油公司的,1,20
我属于企业或工商客户,我是腾讯的,1,20
我属于企业或工商客户,我是中国银行的,1,20
我属于企业或工商客户,我是美团的,1,20
我属于企业或工商客户,我属于中国南方航空股份有限公司,1,20
我属于企业或工商客户,我是代表中国人民保险集团股份有限公司来的,1,20
我属于企业或工商客户,我属于新华人寿保险股份有限公司,1,20
我属于企业或工商客户,我是代表中国平安保险（集团）股份有限公司来的,1,20
我属于企业或工商客户,我是中国电力建设股份有限公司的,1,20
我属于企业或工商客户,我属于吉利汽车控股有限公司,1,20
我属于企业或工商客户,我是代表中国国际海运集装箱股份有限公司来的,1,20
我属于企业或工商客户,我属于中国工商银行股份有限公司,1,20
我属于企业或工商客户,我属于保利房地产（集团）股份有限公司,1,20
我属于企业或工商客户,我属于苏宁易购集团股份有限公司,1,20
我属于企业或工商客户,我是上海电气集团股份有限公司的,1,20
我属于企业或工商客户,我是中国华融资产管理股份有限公司的,1,20
我属于企业或工商客户,我属于华润医药集团有限公司,1,20
我属于企业或工商客户,我是代表中国铝业股份有限公司来的,1,20
我属于企业或工商客户,我是代表中国邮政储蓄银行股份有限公司来的,1,20
我属于企业或工商客户,我是代表TCL集团股份有限公司来的,1,20
我属于企业或工商客户,我是代表中国宏桥集团有限公司来的,1,20
我属于企业或工商客户,我是代表铜陵有色金属集团股份有限公司来的,1,20
我属于企业或工商客户,我属于中国中煤能源股份有限公司,1,20
我属于企业或工商客户,我是代表中国东方航空股份有限公司来的,1,20
我属于企业或工商客户,我是中国恒大集团的,1,20
我属于企业或工商客户,我属于上海医药集团股份有限公司,1,20
我属于企业或工商客户,我是代表青岛海尔股份有限公司来的,1,20
我属于企业或工商客户,我是代表四川长虹电器股份有限公司来的,1,20
我属于企业或工商客户,我是宝山钢铁股份有限公司的,1,20
我属于企业或工商客户,我属于招商银行股份有限公司,1,20
我属于企业或工商客户,我属于上海汽车集团股份有限公司,1,20
我属于企业或工商客户,我是长城汽车股份有限公司的,1,20
我属于企业或工商客户,我属于上海浦东发展银行股份有限公司,1,20
我属于企业或工商客户,我是代表中国建材股份有限公司来的,1,20
我属于企业或工商客户,我是代表中国航油（新加坡）股份有限公司来的,1,20
我属于企业或工商客户,我属于厦门国贸集团股份有限公司,1,20
我属于企业或工商客户,我是代表厦门建发股份有限公司来的,1,20
我属于企业或工商客户,我是代表紫金矿业集团股份有限公司来的,1,20
我属于企业或工商客户,我属于中国人寿保险股份有限公司,1,20
我属于企业或工商客户,我是代表中国信达资产管理股份有限公司来的,1,20
我属于企业或工商客户,我属于美的集团股份有限公司,1,20
我属于企业或工商客户,我属于中国铁建股份有限公司,1,20
我属于企业或工商客户,我是中国光大银行股份有限公司的,1,20
我属于企业或工商客户,我是中国建筑股份有限公司的,1,20
我属于企业或工商客户,我是中国农业银行股份有限公司的,1,20
我属于企业或工商客户,我是兖州煤业股份有限公司的,1,20
我属于企业或工商客户,我是代表阿里巴巴集团控股有限公司来的,1,20
我属于企业或工商客户,我是中国能源建设股份有限公司的,1,20
我属于企业或工商客户,我是中国电信股份有限公司的,1,20
我属于企业或工商客户,我属于联想控股股份有限公司,1,20
我属于企业或工商客户,我属于潍柴动力股份有限公司,1,20
我属于企业或工商客户,我是代表中升集团控股有限公司来的,1,20
我属于企业或工商客户,我属于东风汽车集团股份有限公司,1,20
我属于企业或工商客户,我是腾讯控股有限公司的,1,20
我属于企业或工商客户,我是中国石油天然气股份有限公司的,1,20
需要带营业执照复印件吗,要带营业执照复印件吗,1,21
需要带营业执照复印件吗,我需要要带有业执照复印件吗,1,21
需要带营业执照复印件吗,要带营业执照复印件嘛,1,21
需要带营业执照复印件吗,需要带着营业执照复印件吗,1,21
需要带营业执照复印件吗,请问要带营业执照复印件吗,1,21
需要带营业执照复印件吗,营业执照复印件也得带着吗,1,21
需要带营业执照复印件吗,营业执照复印件需要吗,1,21
需要带营业执照复印件吗,营业执照复印件需不需要,1,21
需要带营业执照复印件吗,营业执照复印件也要吗,1,21
需要带营业执照复印件吗,营业执照复印件？？,1,21
我属于机关事业单位,我是机关事业单位的,1,22
我属于机关事业单位,我是代表学校来的,1,22
我属于机关事业单位,我是公务员来办电,1,22
我属于机关事业单位,我是国企的,1,22
我属于机关事业单位,我是北邮的,1,22
我属于机关事业单位,我是北京邮电大学的,1,22
我属于机关事业单位,我是清华大学的,1,22
我属于机关事业单位,我是清华的,1,22
我属于机关事业单位,我是政府的,1,22
我属于机关事业单位,我是医院的,1,22
我属于机关事业单位,我是代表首府住房改革委员会办公室来的,1,22
我属于机关事业单位,我属于市教育局,1,22
我属于机关事业单位,我是供电局的,1,22
我属于机关事业单位,我是国家海洋局的,1,22
我属于机关事业单位,我是市园林管理局的,1,22
我属于机关事业单位,我属于市统计局,1,22
我属于机关事业单位,我是文教局的,1,22
我属于机关事业单位,我属于中国人民银行,1,22
我属于机关事业单位,我是中华人民共和国审计署的,1,22
我属于机关事业单位,我是代表中华人民共和国人事部来的,1,22
我属于机关事业单位,我是农业局的,1,22
我属于机关事业单位,我是新华通讯社的,1,22
我属于机关事业单位,我是代表市体育局来的,1,22
我属于机关事业单位,我是共青团市委的,1,22
我属于机关事业单位,我是中国民用航空总局的,1,22
我属于机关事业单位,我是国务院台湾事务办公室的,1,22
我属于机关事业单位,我是代表市公安局来的,1,22
我属于机关事业单位,我是中国国际贸易促进委员会的,1,22
我属于机关事业单位,我属于市安全生产监督管理局,1,22
我属于机关事业单位,我属于国务院国有资产监督管理委员会,1,22
我属于机关事业单位,我是中华人民共和国国家新闻出版署的,1,22
我属于机关事业单位,我是国家林业局的,1,22
我属于机关事业单位,我属于中国证券监督管理委员会,1,22
我属于机关事业单位,我是市规划管理局的,1,22
我属于机关事业单位,我是代表国家人口和计划生育委员会来的,1,22
我属于机关事业单位,我属于交通局,1,22
我属于机关事业单位,我是中华人民共和国文化部的,1,22
我属于机关事业单位,我是代表市经济委员会来的,1,22
我属于机关事业单位,我属于中国国家税务总局,1,22
我属于机关事业单位,我是国防科学技术工业委员会的,1,22
我属于机关事业单位,我是代表计划生育办来的,1,22
我属于机关事业单位,我是市食品药品监督管理局的,1,22
我属于机关事业单位,我属于市工商行政管理局,1,22
我属于机关事业单位,我是统计局的,1,22
我属于机关事业单位,我属于市招商促进局,1,22
我属于机关事业单位,我是国家烟草专卖局的,1,22
我属于机关事业单位,我属于中国保险监督管理委员会,1,22
我属于机关事业单位,我是代表中国气象局来的,1,22
我属于机关事业单位,我是中华人民共和国公安部的,1,22
我属于机关事业单位,我是代表市信访局来的,1,22
我属于机关事业单位,我是代表市城市社会经济调查队来的,1,22
我属于机关事业单位,我是中华全国青年联合会的,1,22
我属于机关事业单位,我是代表中华人民共和国海关总署来的,1,22
我属于机关事业单位,我是市图书馆的,1,22
我属于机关事业单位,我属于中华人民共和国国家外国专家局,1,22
我属于机关事业单位,我是代表中华全国工商业联合会来的,1,22
我属于机关事业单位,我是中华人民共和国国家知识产权局的,1,22
我属于机关事业单位,我属于中华人民共和国交通部,1,22
我属于机关事业单位,我是代表市水利局来的,1,22
我属于机关事业单位,我属于中国科学技术协会,1,22
需要事业法人证书或组织机构代码证复印件吗,要事业法人证书或组织机构代码证复印件吗,1,23
需要事业法人证书或组织机构代码证复印件吗,要带事业法人证书或组织机构代码证复印件吗,1,23
需要事业法人证书或组织机构代码证复印件吗,要带着事业法人证书或组织机构代码证复印件吗,1,23
需要事业法人证书或组织机构代码证复印件吗,需要带着事业法人证书或组织机构代码证复印件吗,1,23
需要事业法人证书或组织机构代码证复印件吗,需不需要要事业法人证书或组织机构代码证复印件吗,1,23
需要事业法人证书或组织机构代码证复印件吗,事业法人证书或组织机构代码证复印件也要吗,1,23
需要事业法人证书或组织机构代码证复印件吗,要带着事业法人证书吗,1,23
需要事业法人证书或组织机构代码证复印件吗,需要带着组织机构代码证复印件吗,1,23
需要事业法人证书或组织机构代码证复印件吗,事业法人证书需要拿着吗,1,23
需要事业法人证书或组织机构代码证复印件吗,组织机构代码证复印件也要吗,1,23
我属于军队,我是军队的,1,24
我属于军队,我是军队的,1,24
我属于军队,我是中国人民解放军的,1,24
我属于军队,我是中国人民武装警察部队的,1,24
我属于军队,我是中华人民共和国警察,1,24
我属于军队,我是广州军区的,1,24
我属于军队,我是第二炮兵的,1,24
我属于军队,我是武警内卫部队的,1,24
我属于军队,我属于中国人民解放军的,1,24
我属于军队,我代表我们军区来的,1,24
我属于军队,我是代表工程兵来的,1,24
我属于军队,我属于防化兵,1,24
我属于军队,我属于铁道兵,1,24
我属于军队,我是代表组建地地战略导弹部队来的,1,24
我属于军队,我是代表边防部队来的,1,24
我属于军队,我属于中国人民解放军,1,24
我属于军队,我属于通信兵,1,24
我属于军队,我是武警部队的,1,24
我属于军队,我属于陆军,1,24
我属于军队,我属于炮兵,1,24
我属于军队,我是空军的,1,24
我属于军队,我属于装甲兵,1,24
我属于军队,我是代表基本建设工程兵等兵种来的,1,24
我属于军队,我属于野战机动部队,1,24
我属于军队,我是电子对抗兵的,1,24
我属于军队,我属于海防部队,1,24
我属于军队,我是第二炮兵的,1,24
我属于军队,我是海军的,1,24
需要团级及以上证明吗,要团级及以上证明吗,1,25
需要团级及以上证明吗,是不是需要团级及以上证明,1,25
需要团级及以上证明吗,需不需要团级及以上证明,1,25
需要团级及以上证明吗,团级及以上证明就可以了吗,1,25
需要团级及以上证明吗,我只有团级及以上证明,1,25
需要团级及以上证明吗,我只带了团级及以上证明,1,25
需要团级及以上证明吗,团级及以上提供证明,1,25
需要团级及以上证明吗,团级及以上证明需要嘛？,1,25
需要团级及以上证明吗,请问要团级及以上证明吗,1,25
需要团级及以上证明吗,团级及以上证明也要吗,1,25
需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,1,26
需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,1,26
需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,我需要带着房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,1,26
需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）也要吗,1,26
需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,要准备房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,1,26
需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,要带房产证复印件吗,1,26
需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,要带租赁协议复印件吗,1,26
需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,要带同意报装证明吗,1,26
需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,房产证复印件需要吗,1,26
需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,租赁协议复印件也要吗,1,26
我是农村的,我在我们村里办电,1,27
我是农村的,我家是农村的,1,27
需要乡镇及以上政府或规划部门的批复文件吗,要乡镇及以上政府或规划部门的批复文件吗,1,28
需要乡镇及以上政府或规划部门的批复文件吗,需不需要乡镇及以上政府或规划部门的批复文件,1,28
需要乡镇及以上政府或规划部门的批复文件吗,乡镇及以上政府或规划部门的批复文件也需要带着吗,1,28
需要乡镇及以上政府或规划部门的批复文件吗,我需要带着乡镇及以上政府或规划部门的批复文件吗,1,28
需要乡镇及以上政府或规划部门的批复文件吗,我需要带乡镇及以上政府或规划部门的批复文件嘛,1,28
需要乡镇及以上政府或规划部门的批复文件吗,乡镇及以上政府或规划部门的批复文件也需要吗,1,28
需要乡镇及以上政府或规划部门的批复文件吗,乡镇及以上政府或规划部门的批复文件呢,1,28
需要乡镇及以上政府或规划部门的批复文件吗,要带着乡镇及以上政府或规划部门的批复文件嘛,1,28
需要乡镇及以上政府或规划部门的批复文件吗,乡镇及以上政府或规划部门的批复文件是不是也要？,1,28
需要乡镇及以上政府或规划部门的批复文件吗,乡镇及以上政府或规划部门的批复文件也要吗,1,28
我这属于新建建筑物,我这里是新盖的,1,29
我这属于新建建筑物,我这里是新建的,1,29
我这属于新建建筑物,这个楼刚建好几天,1,29
我这属于新建建筑物,是新建建筑物,1,29
我这属于新建建筑物,新建的,1,29
需要立项、规划批复文件吗,要立项、规划批复文件吗,1,30
需要立项、规划批复文件吗,要带立项、规划批复文件吗,1,30
需要立项、规划批复文件吗,需要带着立项、规划批复文件吗,1,30
需要立项、规划批复文件吗,我需要带立项、规划批复文件吗,1,30
需要立项、规划批复文件吗,需不需要带立项、规划批复文件,1,30
需要带立项、规划批复文件吗,需要带立项文件吗,1,31
需要立项、规划批复文件吗,要带规划批复文件吗,1,32
需要立项、规划批复文件吗,规划批复文件是不是也需要带着？,1,32
需要立项、规划批复文件吗,规划批复文件需要吗,1,32
需要立项、规划批复文件吗,立项、规划批复文件呢,1,32
属于国家优惠价,是国家优惠价,1,33
属于国家优惠价,国家给了优惠,1,33
属于国家优惠价,价格打折了,1,33
属于国家优惠价,打折了,1,33
属于国家优惠价,七折价,1,33
属于国家优惠价,有国家优惠,1,33
属于国家优惠价,是优惠价格,1,33
属于国家优惠价,是打折后的价格,1,33
属于国家优惠价,我这属于优惠价格,1,33
属于国家优惠价,当时有优惠,1,33
需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,1,34
需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,1,34
需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,需要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）,1,34
需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,需要拿着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,1,34
需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）也要吗,1,34
需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,需要带政府有关部门核发的资质证明吗,1,34
需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,需要带政府有关部门核发的资质证明和公益证明吗,1,34
需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,需要准备政府有关部门核发的资质证明和公益证明吗,1,34
需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,需不需要政府有关部门核发公益证明,1,34
需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,需要带着政府有关部门核发的资质证明嘛,1,34
外部工程施工这一步怎么做,外部工程施工具体指什么,1,35
外部工程施工这一步怎么做,外部工程施工指什么,1,35
外部工程施工这一步怎么做,外部工程施工指的是？,1,35
外部工程施工这一步怎么做,外部工程施工不太懂呢,1,35
外部工程施工这一步怎么做,外部工程施工要怎么做,1,35
外部工程施工这一步怎么做,外部工程施工是怎么回事？,1,35
外部工程施工这一步怎么做,什么是外部工程施工,1,35
外部工程施工这一步怎么做,啥是外部工程施工,1,35
外部工程施工这一步怎么做,外部工程施工什么意思？,1,35
外部工程施工这一步怎么做,外部工程施工，我需要做什么？,1,35
装接电表这一步怎么做,装接电表具体指什么,1,36
装接电表这一步怎么做,装接电表是？,1,36
装接电表这一步怎么做,装接电表是怎么回事,1,36
装接电表这一步怎么做,装接电表需要我做什么嘛,1,36
装接电表这一步怎么做,装接电表不太懂,1,36
装接电表这一步怎么做,装接电表是啥,1,36
装接电表这一步怎么做,装接电表，不是很明白,1,36
装接电表这一步怎么做,不知道装接电表是啥,1,36
装接电表这一步怎么做,不清楚装接电表是指啥,1,36
装接电表这一步怎么做,装接电表是指？？,1,36
高压电,高压,1,37
高压电,2000v,1,37
高压电,大于1000伏,1,37
高压电,2000v,1,37
高压电,3000v,1,37
高压电,4000v,1,37
高压电,1kv,1,37
高压电,5kv,1,37
高压电,6kv,1,37
高压电,5000v,1,37
需要主体证明吗,要主体证明吗,1,38
需要主体证明吗,是不是也要主体证明,1,38
需要主体证明吗,我只有主题证明行吗,1,38
需要主体证明吗,我只有主题证明可以吗,1,38
需要主体证明吗,需不需要主题证明？,1,38
需要主体证明吗,主体证明，要带嘛,1,38
需要主体证明吗,主体证明需要带吗,1,38
