std_q,user_q,match_label,class_label
申请受理这一步要怎么做,装接电表需要我做什么嘛,0,36
申请受理这一步要怎么做,上级批准文件和立项批准文件都需要吗,0,53
申请受理这一步要怎么做,我是北京大学的,0,40
申请受理这一步要怎么做,我是京东的,0,39
申请受理这一步要怎么做,我要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等嘛,0,57
申请受理这一步要怎么做,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）也要吗,0,51
申请受理这一步要怎么做,我属于国家行政学院,0,40
申请受理这一步要怎么做,我需要要带有效营业执照复印件吗,0,19
申请受理这一步要怎么做,房屋产权证明呢,0,44
申请受理这一步要怎么做,户口簿呢,0,10
申请受理这一步要怎么做,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,0,41
申请受理这一步要怎么做,我是代表市建设局来的,0,40
申请受理这一步要怎么做,当时电价有打折,0,50
申请受理这一步要怎么做,要拿身份证吗,0,8
申请受理这一步要怎么做,护照需要吗,0,9
申请受理这一步要怎么做,需要带立项文件吗,0,31
申请受理这一步要怎么做,我是中国民用航空总局的,0,22
申请受理这一步要怎么做,我是代表绿地控股集团股份有限公司来的,0,39
需要带什么材料？,我是宝洁员工,0,39
需要带什么材料？,我属于交通局,0,22
需要带什么材料？,装表接电不太懂,0,59
需要带什么材料？,我是共青团市委的,0,22
需要带什么材料？,我是代表中国铝业股份有限公司来的,0,20
需要带什么材料？,我是代表工程兵来的,0,24
需要带什么材料？,要带立项、规划批复文件吗,0,30
需要带什么材料？,我是滴滴的,0,39
需要带什么材料？,这房子是我租的,0,45
需要带什么材料？,我是国家海洋局的,0,22
需要带什么材料？,我属于中华人民共和国交通部,0,22
需要带什么材料？,要带房产证复印件吗,0,26
需要带什么材料？,要带着被授权经办的身份证复印件吗,0,41
需要带什么材料？,我属于中华人民共和国财政部,0,40
需要带什么材料？,申请受理不太懂,0,5
需要带什么材料？,营业执照复印件需不需要,0,21
需要带什么材料？,带了主体证明,0,38
需要带什么材料？,我需要带着租赁协议复印件及产权人同意报装证明材料吗,0,46
需要带什么材料？,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,0,51
需要带客户有效身份证明吗,我是代表中国冶金科工股份有限公司来的,0,39
需要带客户有效身份证明吗,要带点什么嘛,0,6
需要带客户有效身份证明吗,我替房东来的,0,45
需要带客户有效身份证明吗,我是商业局的,0,40
需要带客户有效身份证明吗,我属于国务院国有资产监督管理委员会,0,22
需要带客户有效身份证明吗,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,0,43
需要带客户有效身份证明吗,身份证？,0,8
需要带客户有效身份证明吗,是不是需要团级及以上证明,0,25
需要带客户有效身份证明吗,我是鞍钢股份有限公司的,0,39
需要带客户有效身份证明吗,我是代表市信访局来的,0,22
需要带客户有效身份证明吗,要带着被授权经办的身份证复印件吗,0,41
需要带客户有效身份证明吗,我给我们公司办,0,39
需要带客户有效身份证明吗,我需带着国有土地使用证吗,0,47
需要带客户有效身份证明吗,220v,0,2
需要带客户有效身份证明吗,要拿着客户用电报装申请书吗,0,43
需要带客户有效身份证明吗,我是公安局的,0,40
需要带客户有效身份证明吗,我是代表中国建材股份有限公司来的,0,20
需要带客户有效身份证明吗,要带报装申请资料吗,0,42
需要带客户有效身份证明吗,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明需要吗,0,49
需要带身份证吗,需要带着国有土地使用证吗,0,48
需要带身份证吗,事业法人证书需要拿着吗,0,23
需要带身份证吗,我是中国民用航空总局的,0,22
需要带身份证吗,需不需要带护照,0,9
需要带身份证吗,乡镇及以上政府或规划部门的批复文件也要吗,0,28
需要带身份证吗,客户有效身份证明包括什么,0,7
需要带身份证吗,要带被授权经办人的身份证复印件吗,0,18
需要带身份证吗,需要要建设工程规划许可证附件吗,0,55
需要带身份证吗,我属于中国中信股份有限公司,0,39
需要带身份证吗,是我租的,0,45
需要带身份证吗,我是中国光大银行股份有限公司的,0,20
需要带身份证吗,我需要带着产权人同意报装证明材料吗,0,46
需要带身份证吗,我属于万洲国际有限公司,0,39
需要带身份证吗,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明需要吗,0,49
需要带身份证吗,要带什么吗,0,6
需要带身份证吗,我是中华人民共和国国土资源部的,0,40
需要带身份证吗,需不需要带着立项批准文件吗,0,53
需要带身份证吗,我是代表紫金矿业集团股份有限公司来的,0,20
需要带身份证吗,需要拿着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗,0,51
需要带身份证吗,是私人宅基地建筑,0,15
需要带护照吗,团级及以上证明需要嘛？,0,25
需要带护照吗,委托人的身份证明要不要带,0,12
需要带护照吗,需不需要主题证明？,0,38
需要带护照吗,我属于华润医药集团有限公司,0,20
需要带护照吗,客户用电设备信息登记表（动力、照明）需要吗,0,43
需要带护照吗,我是代表中兴通讯股份有限公司来的,0,39
需要带护照吗,36v电,0,2
需要带护照吗,外部工程施工不太懂呢,0,35
需要带护照吗,装接电表是啥,0,36
需要带护照吗,委托人的身份证明需要吗,0,12
需要带护照吗,我替房东来的,0,45
需要带护照吗,怎么办电？,0,4
需要带护照吗,我需要带企业法定代表人身份证复印件吗,0,18
需要带护照吗,营业执照复印件需要吗,0,21
需要带护照吗,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明需要吗,0,49
需要带护照吗,我是国务院台湾事务办公室的,0,22
需要带护照吗,要准备房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,0,14
需要带护照吗,我属于工商客户,0,20
需要带护照吗,我属于中华人民共和国交通部,0,22
需要带户口簿吗,我是公安局的,0,40
需要带户口簿吗,我是北京邮电大学的,0,22
需要带户口簿吗,我需要带着产权人同意报装证明材料吗,0,46
需要带户口簿吗,政府的批复文件也要带吗,0,16
需要带户口簿吗,我是中国光大银行股份有限公司的,0,20
需要带户口簿吗,方案答复是哪一步？,0,58
需要带户口簿吗,需不需要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,0,41
需要带户口簿吗,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）也要吗,0,51
需要带户口簿吗,我是代表中升集团控股有限公司来的,0,20
需要带户口簿吗,我是机关事业单位的,0,22
需要带户口簿吗,装表接电需要我做什么嘛,0,59
需要带户口簿吗,我是代表中国国际航空股份有限公司来的,0,39
需要带户口簿吗,我是中国移动有限公司的,0,39
需要带户口簿吗,客户用电报装申请书也要吗,0,43
需要带户口簿吗,团级及以上证明就可以了吗,0,25
需要带户口簿吗,立项、规划批复文件呢,0,32
需要带户口簿吗,我是代表组建地地战略导弹部队来的,0,24
需要带户口簿吗,我是清华大学的,0,22
需要带户口簿吗,是私人宅基地建筑,0,15
我是委托人,我是中国电信股份有限公司的,0,20
我是委托人,相关政府部门批准的许可文件需要吗,0,57
我是委托人,带客户有效身份证明就可以了么,0,7
我是委托人,我是第二炮兵的,0,24
我是委托人,需不需要带委托授权书？,0,13
我是委托人,乡镇及以上政府或规划部门的批复文件呢,0,28
我是委托人,我属于国家工商行政管理总局,0,40
我是委托人,我就只带了身份证,0,8
我是委托人,5kv,0,37
我是委托人,我是鞍钢股份有限公司的,0,39
我是委托人,七折电价,0,50
我是委托人,我是代表远大产业控股股份有限公司来的,0,39
我是委托人,我是电子对抗兵的,0,24
我是委托人,有效营业执照复印件需要吗,0,19
我是委托人,这是我在自如租的,0,45
我是委托人,办电应该怎么做？,0,4
我是委托人,我属于铁道兵,0,24
我是委托人,我是北京邮电大学的,0,22
我是委托人,我是代表物价局来的,0,40
我是委托人,委托人的身份证明呢,0,12
需要带委托人的身份证明吗,我只有主题证明可以吗,0,38
需要带委托人的身份证明吗,我是商业局的,0,40
需要带委托人的身份证明吗,我属于上海浦东发展银行股份有限公司,0,20
需要带委托人的身份证明吗,请问需要带主体证明吗,0,38
需要带委托人的身份证明吗,要合法的土地使用证明吗,0,47
需要带委托人的身份证明吗,土地租赁协议及产权人同意报装证明材料都得要吗,0,48
需要带委托人的身份证明吗,需不需要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗,0,41
需要带委托人的身份证明吗,我要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等嘛,0,57
需要带委托人的身份证明吗,电价打了折,0,50
需要带委托人的身份证明吗,我是机关事业单位的,0,22
需要带委托人的身份证明吗,企业法定代表人身份证复印件呢,0,41
需要带委托人的身份证明吗,我属于京东商城电子商务有限公司,0,39
需要带委托人的身份证明吗,如何办电？,0,4
需要带委托人的身份证明吗,我是代表河钢股份有限公司来的,0,39
需要带委托人的身份证明吗,组织机构代码证复印件也要吗,0,23
需要带委托人的身份证明吗,要带什么吗,0,6
需要带委托人的身份证明吗,我是中国银行股份有限公司的,0,39
需要带委托人的身份证明吗,我需要带护照吗,0,9
需要带委托人的身份证明吗,我属于中国人民解放军,0,24
需要带委托人的身份证明吗,上级批准文件和立项批准文件呢,0,53
需要带委托授权书吗,组织机构代码证复印件也要吗,0,23
需要带委托授权书吗,我是修正药业的,0,39
需要带委托授权书吗,需要国有土地使用证吗,0,47
需要带委托授权书吗,我属于上海浦东发展银行股份有限公司,0,20
需要带委托授权书吗,我是市司法局的,0,40
需要带委托授权书吗,220伏,0,2
需要带委托授权书吗,合法的土地使用证明要带着吗,0,47
需要带委托授权书吗,我是代表公司来的,0,20
需要带委托授权书吗,我是代表绿地控股集团股份有限公司来的,0,39
需要带委托授权书吗,申请受理怎么办,0,5
需要带委托授权书吗,要带企业法定代表人身份证复印件吗,0,18
需要带委托授权书吗,我是国企的,0,22
需要带委托授权书吗,我是代表江西铜业股份有限公司来的,0,39
需要带委托授权书吗,我是昆仑能源有限公司的,0,39
需要带委托授权书吗,需要国有土地使用证吗,0,47
需要带委托授权书吗,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明也需要吗,0,49
需要带委托授权书吗,2000v,0,37
需要带委托授权书吗,我是国家煤矿安全监察局的,0,40
需要带委托授权书吗,装接电表是怎么回事,0,36
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,需不需要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,0,49
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,需要要建设工程规划许可证附件吗,0,55
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,我家是农村的,0,27
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,我属于上海浦东发展银行股份有限公司,0,20
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,我需要拿户口簿吗,0,10
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,我是代表中国信达资产管理股份有限公司来的,0,20
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,我是代表中华人民共和国海关总署来的,0,22
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,外部工程施工是怎么回事？,0,35
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,我是代表物产中大集团股份有限公司来的,0,39
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,要带什么吗,0,6
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,我是腾讯控股有限公司的,0,20
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,事业法人证书或组织机构代码证复印件也要吗,0,23
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,需不需要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗,0,49
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,要主体证明吗,0,38
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,需不需要政府有关部门核发公益证明,0,34
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,要上级批准文件、立项批准文件吗,0,53
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,需要带着政府有关部门核发的资质证明嘛,0,34
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,要带着有效营业执照复印件吗,0,19
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,我属于国家行政学院,0,40
需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,需要带着组织机构代码证复印件吗,0,23
我这属于私人宅基地建筑,要带着项目立项及批复吗,0,52
我这属于私人宅基地建筑,外部工程施工具体指什么,0,35
我这属于私人宅基地建筑,要产权人同意报装证明材料吗,0,48
我这属于私人宅基地建筑,我是中国银行的,0,20
我这属于私人宅基地建筑,我属于苏宁易购集团股份有限公司,0,20
我这属于私人宅基地建筑,要带企业法定代表人身份证复印件吗,0,18
我这属于私人宅基地建筑,要带点什么嘛,0,6
我这属于私人宅基地建筑,我只有团级及以上证明,0,25
我这属于私人宅基地建筑,我是代表中国信达资产管理股份有限公司来的,0,20
我这属于私人宅基地建筑,规划批复文件是不是也需要带着？,0,32
我这属于私人宅基地建筑,这是我租的,0,45
我这属于私人宅基地建筑,我属于中华人民共和国铁道部,0,40
我这属于私人宅基地建筑,要带点什么嘛,0,6
我这属于私人宅基地建筑,委托授权书是不是也要带着？,0,13
我这属于私人宅基地建筑,我是中国石油天然气股份有限公司的,0,20
我这属于私人宅基地建筑,合法的土地使用证明需不需要？,0,47
我这属于私人宅基地建筑,要准备房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,0,26
我这属于私人宅基地建筑,需不需要带房屋产权证明,0,44
我这属于私人宅基地建筑,我是代表国务院信息化工作办公室来的,0,40
需要带政府或规划部门的批复文件吗,我需要带立项、规划批复文件吗,0,30
需要带政府或规划部门的批复文件吗,我是中国交通建设股份有限公司的,0,39
需要带政府或规划部门的批复文件吗,我是代表国务院信息化工作办公室来的,0,40
需要带政府或规划部门的批复文件吗,需要被授权经办的身份证复印件吗,0,41
需要带政府或规划部门的批复文件吗,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗,0,43
需要带政府或规划部门的批复文件吗,是优惠价格,0,33
需要带政府或规划部门的批复文件吗,需不需要项目立项及批复吗,0,52
需要带政府或规划部门的批复文件吗,我是中华人民共和国信息产业部的,0,40
需要带政府或规划部门的批复文件吗,要带着被授权经办的身份证复印件吗,0,41
需要带政府或规划部门的批复文件吗,要带着被授权经办的身份证复印件吗,0,41
需要带政府或规划部门的批复文件吗,这房子是我租的,0,45
需要带政府或规划部门的批复文件吗,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗,0,57
需要带政府或规划部门的批复文件吗,我是中国建设银行股份有限公司的,0,39
需要带政府或规划部门的批复文件吗,不知道装接电表是啥,0,36
需要带政府或规划部门的批复文件吗,我是市规划管理局的,0,22
需要带政府或规划部门的批复文件吗,3000v,0,37
需要带政府或规划部门的批复文件吗,需要带企业法定代表人身份证复印件吗,0,41
需要带政府或规划部门的批复文件吗,我是市园林管理局的,0,22
需要带政府或规划部门的批复文件吗,我是清华的,0,22
需要带政府或规划部门的批复文件吗,需不需要带立项、规划批复文件,0,30
非居民用户,我需要带着项目立项及批复吗,0,52
非居民用户,我是代表市体育局来的,0,22
非居民用户,要带企业法定代表人身份证复印件吗,0,18
非居民用户,租赁协议复印件也要吗,0,26
非居民用户,我是中国银行股份有限公司的,0,39
非居民用户,我是代表中国神华能源股份有限公司来的,0,39
非居民用户,需要要建设工程规划许可证附件吗,0,55
非居民用户,需不需要带着立项批准文件吗,0,53
非居民用户,我属于市安全生产监督管理局,0,22
非居民用户,需不需要项目立项及批复吗,0,52
非居民用户,我是国家煤矿安全监察局的,0,40
非居民用户,我是厦门象屿股份有限公司的,0,39
非居民用户,我是市司法局的,0,40
非居民用户,220v,0,2
非居民用户,有效营业执照复印件要不要带？,0,19
非居民用户,需不需要政府有关部门核发公益证明,0,34
非居民用户,我是做电解铝的,0,56
非居民用户,我朋友让我帮忙办,0,11
非居民用户,生产许可证需要嘛？,0,57
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要土地租赁协议及产权人同意报装证明材料吗,0,48
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要建设工程规划许可证附件吗,0,55
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,上级批准文件和立项批准文件都需要吗,0,53
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我代表我们军区来的,0,24
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是第二炮兵的,0,24
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要拿着护照嘛,0,9
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我属于中华人民共和国建设部,0,40
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,营业执照复印件需要吗,0,21
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我是代表绿地控股集团股份有限公司来的,0,39
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我属于国家行政学院,0,40
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,委托授权书也要吗,0,13
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,装接电表需要我做什么嘛,0,36
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我属于中国中车股份有限公司,0,39
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我属于招商银行股份有限公司,0,20
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我属于中国证券监督管理委员会,0,22
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,啥是外部工程施工,0,35
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我属于炮兵,0,24
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我属于交通局,0,22
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,申请受理是？,0,5
需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,委托人的身份证明也是需要的吧？,0,12
需要带有效营业执照复印件吗,外部工程施工指的是？,0,35
需要带有效营业执照复印件吗,我是国企的,0,22
需要带有效营业执照复印件吗,我属于中国中煤能源股份有限公司,0,20
需要带有效营业执照复印件吗,我属于苏宁易购集团股份有限公司,0,20
需要带有效营业执照复印件吗,我是北京大学的,0,40
需要带有效营业执照复印件吗,客户用电报装申请书是不是也要,0,43
需要带有效营业执照复印件吗,需不需要拿着身份证？,0,8
需要带有效营业执照复印件吗,申请受理？？？,0,5
需要带有效营业执照复印件吗,我属于市供电局,0,40
需要带有效营业执照复印件吗,我需要带着房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,0,14
需要带有效营业执照复印件吗,需不需要政府有关部门核发公益证明,0,34
需要带有效营业执照复印件吗,装接电表需要我做什么嘛,0,36
需要带有效营业执照复印件吗,我是清华的,0,22
需要带有效营业执照复印件吗,您好,0,0
需要带有效营业执照复印件吗,需不需要立项批准文件吗,0,53
需要带有效营业执照复印件吗,我属于市统计局,0,22
需要带有效营业执照复印件吗,我是代表中国工程院来的,0,40
需要带有效营业执照复印件吗,客户用电报装申请书是不是也要,0,43
需要带有效营业执照复印件吗,户口簿呢,0,10
需要带有效营业执照复印件吗,项目立项及批复也要准备吗,0,52
我属于企业或工商客户,需要带政府有关部门核发的资质证明吗,0,34
我属于企业或工商客户,要带着有效营业执照复印件吗,0,19
我属于企业或工商客户,我是空军的,0,24
我属于企业或工商客户,我是代表中兴通讯股份有限公司来的,0,39
我属于企业或工商客户,我只带了报装申请资料,0,42
我属于企业或工商客户,装接电表具体指什么,0,36
我属于企业或工商客户,我是代表华能国际电力股份有限公司来的,0,39
我属于企业或工商客户,我只带了报装申请资料,0,42
我属于企业或工商客户,我是中国人民武装警察部队的,0,24
我属于企业或工商客户,我需要带客户有效身份证明吗,0,7
我属于企业或工商客户,我是市规划管理局的,0,22
我属于企业或工商客户,要带政府批复文件吗,0,16
我属于企业或工商客户,我是代表绿地控股集团股份有限公司来的,0,39
我属于企业或工商客户,我是新华通讯社的,0,22
我属于企业或工商客户,需不需要立项批准文件吗,0,53
我属于企业或工商客户,方案答复是指？,0,58
我属于企业或工商客户,我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,0,18
我属于企业或工商客户,生产许可证需要嘛？,0,57
我属于企业或工商客户,我就是用户,0,1
需要带营业执照复印件吗,我属于中国铁建股份有限公司,0,20
需要带营业执照复印件吗,有效营业执照复印件需要吗,0,19
需要带营业执照复印件吗,主体证明需要带吗,0,38
需要带营业执照复印件吗,要上级批准文件、立项批准文件吗,0,53
需要带营业执照复印件吗,要带户口簿吗？,0,10
需要带营业执照复印件吗,我是代表公司来的,0,20
需要带营业执照复印件吗,房产证复印件需要吗,0,26
需要带营业执照复印件吗,我是中国人民解放军的,0,24
需要带营业执照复印件吗,需要带租赁协议复印件吗,0,14
需要带营业执照复印件吗,由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明需要吗,0,49
需要带营业执照复印件吗,需不需要团级及以上证明,0,25
需要带营业执照复印件吗,相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等都需要吗,0,57
需要带营业执照复印件吗,我是代表中国残疾人联合会来的,0,40
需要带营业执照复印件吗,客户用电报装申请书也要吗,0,43
需要带营业执照复印件吗,我属于中国铁建股份有限公司,0,20
需要带营业执照复印件吗,事业法人证书需要拿着吗,0,23
需要带营业执照复印件吗,委托授权书也要带着吗,0,13
