id,class_name,std_q,user_q,class_id
7,客户有效身份证明,需要带客户有效身份证明吗,客户有效身份证明包括什么,7
7,客户有效身份证明,需要带客户有效身份证明吗,需不需要带客户有效身份证明,7
7,客户有效身份证明,需要带客户有效身份证明吗,客户有效身份证明也得带着吗,7
7,客户有效身份证明,需要带客户有效身份证明吗,带客户有效身份证明就可以了么,7
8,身份证,需要带身份证吗,我需要带身份证吗,8
8,身份证,需要带身份证吗,要带身份证吗,8
8,身份证,需要带身份证吗,身份证需要吗,8
8,身份证,需要带身份证吗,我就只带了身份证,8
8,身份证,需要带身份证吗,身份证？,8
8,身份证,需要带身份证吗,带了身份证,8
8,身份证,需要带身份证吗,没带身份证,8
8,身份证,需要带身份证吗,需不需要拿着身份证？,8
8,身份证,需要带身份证吗,要拿身份证吗,8
8,身份证,需要带身份证吗,只有身份证，行吗？,8
9,护照,需要带护照吗,我需要带护照吗,9
9,护照,需要带护照吗,护照需要吗,9
9,护照,需要带护照吗,护照要带吗,9
9,护照,需要带护照吗,护照呢？,9
9,护照,需要带护照吗,要拿着护照嘛,9
9,护照,需要带护照吗,需不需要带护照,9
9,护照,需要带护照吗,护照也要嘛,9
9,护照,需要带护照吗,带了护照。。,9
9,护照,需要带护照吗,护照要不要拿？,9
9,护照,需要带护照吗,护照要带着嘛？,9
10,户口簿,需要带户口簿吗,我需要带户口簿吗,10
10,户口簿,需要带户口簿吗,我需要拿户口簿吗,10
10,户口簿,需要带户口簿吗,我需要带着户口簿咩,10
10,户口簿,需要带户口簿吗,户口簿需要嘛,10
10,户口簿,需要带户口簿吗,户口簿呢,10
10,户口簿,需要带户口簿吗,户口簿呢，要不要拿着,10
10,户口簿,需要带户口簿吗,要带户口簿吗？,10
10,户口簿,需要带户口簿吗,我只带了户口簿，可以嘛,10
10,户口簿,需要带户口簿吗,请问我需要带户口簿吗,10
10,户口簿,需要带户口簿吗,户口簿也要啊。。,10
11,委托人,我是委托人,我替我朋友来办,11
11,委托人,我是委托人,我替我家里来办,11
11,委托人,我是委托人,我替我母亲来办,11
11,委托人,我是委托人,我替我父亲来办,11
11,委托人,我是委托人,我替我学校来办,11
11,委托人,我是委托人,我替我公司来办,11
11,委托人,我是委托人,我替我上司来办,11
11,委托人,我是委托人,我朋友让我帮忙办,11
11,委托人,我是委托人,我们公司委托我来办电,11
11,委托人,我是委托人,我不是给自己办,11
12,委托人的身份证明,需要带委托人的身份证明吗,要带委托人的身份证明吗,12
12,委托人的身份证明,需要带委托人的身份证明吗,委托人的身份证明需要吗,12
12,委托人的身份证明,需要带委托人的身份证明吗,委托人的身份证明呢,12
12,委托人的身份证明,需要带委托人的身份证明吗,委托人的身份证明呢？要带吗？,12
12,委托人的身份证明,需要带委托人的身份证明吗,我需要带着委托人的身份证明吗,12
12,委托人的身份证明,需要带委托人的身份证明吗,委托人的身份证明要不要带,12
12,委托人的身份证明,需要带委托人的身份证明吗,委托人的身份证明要带吗？？,12
12,委托人的身份证明,需要带委托人的身份证明吗,委托人的身份证明也是要的吧？,12
12,委托人的身份证明,需要带委托人的身份证明吗,委托人的身份证明也是需要的吧？,12
12,委托人的身份证明,需要带委托人的身份证明吗,需不需要带着委托人的身份证明？,12
13,委托授权书,需要带委托授权书吗,要带委托授权书吗,13
13,委托授权书,需要带委托授权书吗,委托授权书也要吗,13
13,委托授权书,需要带委托授权书吗,委托授权书也要带着吗,13
13,委托授权书,需要带委托授权书吗,需不需要带委托授权书？,13
13,委托授权书,需要带委托授权书吗,委托授权书呢？,13
13,委托授权书,需要带委托授权书吗,委托授权书可以不带吗,13
13,委托授权书,需要带委托授权书吗,我需要拿着委托授权书吗,13
13,委托授权书,需要带委托授权书吗,需要准备委托授权书嘛？,13
13,委托授权书,需要带委托授权书吗,委托授权书是不是也要带着？,13
13,委托授权书,需要带委托授权书吗,我现在只有委托授权书,13
14,房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）,需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,需要带房产证吗,14
14,房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）,需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,需要带租赁协议复印件吗,14
14,房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）,需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,我需要带着房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,14
14,房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）,需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,我需要带着房产证吗,14
14,房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）,需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,我需要带着租赁协议复印件吗,14
14,房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）,需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,我需要带着产权人房产证复印件及同意报装证明吗,14
14,房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）,需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,产权人房产证复印件及同意报装证明都需要吗,14
14,房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）,需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,需要产权人房产证复印件吗,14
14,房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）,需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,要带着同意报装证明吗,14
14,房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）,需要带房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,要准备房产证或租赁协议复印件（出具产权人房产证复印件及同意报装证明）吗,14
15,私人宅基地建筑,我这属于私人宅基地建筑,我这算是私人宅基地建筑,15
15,私人宅基地建筑,我这属于私人宅基地建筑,我家属于宅基地,15
15,私人宅基地建筑,我这属于私人宅基地建筑,这房子属于私人宅基地建筑,15
15,私人宅基地建筑,我这属于私人宅基地建筑,这房子是私人宅基地建筑,15
15,私人宅基地建筑,我这属于私人宅基地建筑,这房子是宅基地,15
15,私人宅基地建筑,我这属于私人宅基地建筑,是私人宅基地建筑,15
15,私人宅基地建筑,我这属于私人宅基地建筑,是宅基地建筑,15
15,私人宅基地建筑,我这属于私人宅基地建筑,属于私人宅基地建筑,15
15,私人宅基地建筑,我这属于私人宅基地建筑,算是私人宅基地建筑,15
15,私人宅基地建筑,我这属于私人宅基地建筑,我们这属于私人宅基地建筑,15
16,政府或规划部门的批复文件,需要带政府或规划部门的批复文件吗,需要带政府的批复文件吗,16
16,政府或规划部门的批复文件,需要带政府或规划部门的批复文件吗,需要带规划部门的批复文件吗,16
16,政府或规划部门的批复文件,需要带政府或规划部门的批复文件吗,要带政府批复文件吗,16
16,政府或规划部门的批复文件,需要带政府或规划部门的批复文件吗,政府的批复文件需要带着么,16
16,政府或规划部门的批复文件,需要带政府或规划部门的批复文件吗,需要拿着规划部门的批复文件吗,16
16,政府或规划部门的批复文件,需要带政府或规划部门的批复文件吗,需要规划部门的批复文件吗,16
16,政府或规划部门的批复文件,需要带政府或规划部门的批复文件吗,我要不要带着规划部门的批复文件,16
16,政府或规划部门的批复文件,需要带政府或规划部门的批复文件吗,政府的批复文件也要带吗,16
16,政府或规划部门的批复文件,需要带政府或规划部门的批复文件吗,规划部门的批复文件也要带吗,16
16,政府或规划部门的批复文件,需要带政府或规划部门的批复文件吗,政府或规划部门的批复文件是不是也得拿着？,16
18,非居民,非居民用户,我是非居民,17
18,非居民,非居民用户,我不是居民,17
23,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件,需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,18
23,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件,需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,18
23,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件,需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我需要带企业法定代表人身份证复印件吗,18
23,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件,需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我需要带法定代表人签章的授权本单位人员的授权委托书吗,18
23,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件,需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,我需要带被授权经办人的身份证复印件吗,18
23,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件,需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带企业法定代表人身份证复印件吗,18
23,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件,需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带法定代表人签章的授权本单位人员的授权委托书吗,18
23,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件,需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,要带被授权经办人的身份证复印件吗,18
23,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件,需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,需要拿被授权经办人的身份证复印件吗,18
23,企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件,需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗,需不需要带企业法定代表人身份证复印件？,18
24,有效营业执照复印件,需要带有效营业执照复印件吗,要带有效营业执照复印件吗,19
24,有效营业执照复印件,需要带有效营业执照复印件吗,我需要要带有效营业执照复印件吗,19
24,有效营业执照复印件,需要带有效营业执照复印件吗,要带着有效营业执照复印件吗,19
24,有效营业执照复印件,需要带有效营业执照复印件吗,需不需要带有效营业执照复印件？,19
24,有效营业执照复印件,需要带有效营业执照复印件吗,有效营业执照复印件也得带着吗,19
24,有效营业执照复印件,需要带有效营业执照复印件吗,有效营业执照复印件需要吗,19
24,有效营业执照复印件,需要带有效营业执照复印件吗,有效营业执照复印件是不是也得拿着,19
24,有效营业执照复印件,需要带有效营业执照复印件吗,有效营业执照复印件也是需要的吧？,19
24,有效营业执照复印件,需要带有效营业执照复印件吗,有效营业执照复印件要不要带？,19
24,有效营业执照复印件,需要带有效营业执照复印件吗,请问要带有效营业执照复印件吗,19
25,企业或工商客户,我属于企业或工商客户,我是代表公司来的,20
25,企业或工商客户,我属于企业或工商客户,我是代表我们银行来的,20
25,企业或工商客户,我属于企业或工商客户,我属于企业客户,20
25,企业或工商客户,我属于企业或工商客户,我属于工商客户,20
25,企业或工商客户,我属于企业或工商客户,我是百度的,20
25,企业或工商客户,我属于企业或工商客户,我是阿里的,20
25,企业或工商客户,我属于企业或工商客户,我是石油公司的,20
25,企业或工商客户,我属于企业或工商客户,我是腾讯的,20
25,企业或工商客户,我属于企业或工商客户,我是中国银行的,20
25,企业或工商客户,我属于企业或工商客户,我是美团的,20
26,营业执照复印件,需要带营业执照复印件吗,要带营业执照复印件吗,21
26,营业执照复印件,需要带营业执照复印件吗,我需要要带有业执照复印件吗,21
26,营业执照复印件,需要带营业执照复印件吗,要带营业执照复印件嘛,21
26,营业执照复印件,需要带营业执照复印件吗,需要带着营业执照复印件吗,21
26,营业执照复印件,需要带营业执照复印件吗,请问要带营业执照复印件吗,21
26,营业执照复印件,需要带营业执照复印件吗,营业执照复印件也得带着吗,21
26,营业执照复印件,需要带营业执照复印件吗,营业执照复印件需要吗,21
26,营业执照复印件,需要带营业执照复印件吗,营业执照复印件需不需要,21
26,营业执照复印件,需要带营业执照复印件吗,营业执照复印件也要吗,21
26,营业执照复印件,需要带营业执照复印件吗,营业执照复印件？？,21
27,机关事业单位,我属于机关事业单位,我是机关事业单位的,22
27,机关事业单位,我属于机关事业单位,我是代表学校来的,22
27,机关事业单位,我属于机关事业单位,我是公务员，来办电,22
27,机关事业单位,我属于机关事业单位,我是国企的,22
27,机关事业单位,我属于机关事业单位,我是北邮的,22
27,机关事业单位,我属于机关事业单位,我是北京邮电大学的,22
27,机关事业单位,我属于机关事业单位,我是清华大学的,22
27,机关事业单位,我属于机关事业单位,我是清华的,22
27,机关事业单位,我属于机关事业单位,我是政府的,22
27,机关事业单位,我属于机关事业单位,我是医院的,22
28,事业法人证书或组织机构代码证复印件,需要事业法人证书或组织机构代码证复印件吗,要事业法人证书或组织机构代码证复印件吗,23
28,事业法人证书或组织机构代码证复印件,需要事业法人证书或组织机构代码证复印件吗,要带事业法人证书或组织机构代码证复印件吗,23
28,事业法人证书或组织机构代码证复印件,需要事业法人证书或组织机构代码证复印件吗,要带着事业法人证书或组织机构代码证复印件吗,23
28,事业法人证书或组织机构代码证复印件,需要事业法人证书或组织机构代码证复印件吗,需要带着事业法人证书或组织机构代码证复印件吗,23
28,事业法人证书或组织机构代码证复印件,需要事业法人证书或组织机构代码证复印件吗,需不需要要事业法人证书或组织机构代码证复印件吗,23
28,事业法人证书或组织机构代码证复印件,需要事业法人证书或组织机构代码证复印件吗,事业法人证书或组织机构代码证复印件也要吗,23
28,事业法人证书或组织机构代码证复印件,需要事业法人证书或组织机构代码证复印件吗,要带着事业法人证书吗,23
28,事业法人证书或组织机构代码证复印件,需要事业法人证书或组织机构代码证复印件吗,需要带着组织机构代码证复印件吗,23
28,事业法人证书或组织机构代码证复印件,需要事业法人证书或组织机构代码证复印件吗,事业法人证书需要拿着吗,23
28,事业法人证书或组织机构代码证复印件,需要事业法人证书或组织机构代码证复印件吗,组织机构代码证复印件也要吗,23
29,军队,我属于军队,我是军队的,24
29,军队,我属于军队,我是军队的,24
29,军队,我属于军队,我是中国人民解放军的,24
29,军队,我属于军队,我是中国人民武装警察部队的,24
29,军队,我属于军队,我是中华人民共和国警察,24
29,军队,我属于军队,我是广州军区的,24
29,军队,我属于军队,我是第二炮兵的,24
29,军队,我属于军队,我是武警内卫部队的,24
29,军队,我属于军队,我属于中国人民解放军的,24
29,军队,我属于军队,我代表我们军区来的,24
30,团级及以上证明,需要团级及以上证明吗,要团级及以上证明吗,25
30,团级及以上证明,需要团级及以上证明吗,是不是需要团级及以上证明,25
30,团级及以上证明,需要团级及以上证明吗,需不需要团级及以上证明,25
30,团级及以上证明,需要团级及以上证明吗,团级及以上证明就可以了吗,25
30,团级及以上证明,需要团级及以上证明吗,我只有团级及以上证明,25
30,团级及以上证明,需要团级及以上证明吗,我只带了团级及以上证明,25
30,团级及以上证明,需要团级及以上证明吗,团级及以上提供证明,25
30,团级及以上证明,需要团级及以上证明吗,团级及以上证明需要嘛？,25
30,团级及以上证明,需要团级及以上证明吗,请问要团级及以上证明吗,25
30,团级及以上证明,需要团级及以上证明吗,团级及以上证明也要吗,25
31,房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）,需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,26
31,房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）,需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,26
31,房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）,需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,我需要带着房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,26
31,房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）,需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）也要吗,26
31,房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）,需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,要准备房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,26
31,房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）,需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,要带房产证复印件吗,26
31,房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）,需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,要带租赁协议复印件吗,26
31,房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）,需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,要带同意报装证明吗,26
31,房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）,需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,房产证复印件需要吗,26
31,房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）,需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗,租赁协议复印件也要吗,26
32,农村,我是农村的,我在我们村里办电,27
32,农村,我是农村的,我家是农村的,27
33,乡镇及以上政府或规划部门的批复文件,需要乡镇及以上政府或规划部门的批复文件吗,要乡镇及以上政府或规划部门的批复文件吗,28
33,乡镇及以上政府或规划部门的批复文件,需要乡镇及以上政府或规划部门的批复文件吗,需不需要乡镇及以上政府或规划部门的批复文件,28
33,乡镇及以上政府或规划部门的批复文件,需要乡镇及以上政府或规划部门的批复文件吗,乡镇及以上政府或规划部门的批复文件也需要带着吗,28
33,乡镇及以上政府或规划部门的批复文件,需要乡镇及以上政府或规划部门的批复文件吗,我需要带着乡镇及以上政府或规划部门的批复文件吗,28
33,乡镇及以上政府或规划部门的批复文件,需要乡镇及以上政府或规划部门的批复文件吗,我需要带乡镇及以上政府或规划部门的批复文件嘛,28
33,乡镇及以上政府或规划部门的批复文件,需要乡镇及以上政府或规划部门的批复文件吗,乡镇及以上政府或规划部门的批复文件也需要吗,28
33,乡镇及以上政府或规划部门的批复文件,需要乡镇及以上政府或规划部门的批复文件吗,乡镇及以上政府或规划部门的批复文件呢,28
33,乡镇及以上政府或规划部门的批复文件,需要乡镇及以上政府或规划部门的批复文件吗,要带着乡镇及以上政府或规划部门的批复文件嘛,28
33,乡镇及以上政府或规划部门的批复文件,需要乡镇及以上政府或规划部门的批复文件吗,乡镇及以上政府或规划部门的批复文件是不是也要？,28
33,乡镇及以上政府或规划部门的批复文件,需要乡镇及以上政府或规划部门的批复文件吗,乡镇及以上政府或规划部门的批复文件也要吗,28
34,新建建筑物,我这属于新建建筑物,我这里是新盖的,29
34,新建建筑物,我这属于新建建筑物,我这里是新建的,29
34,新建建筑物,我这属于新建建筑物,这个楼刚建好几天,29
34,新建建筑物,我这属于新建建筑物,是新建建筑物,29
34,新建建筑物,我这属于新建建筑物,新建的,29
35,立项、规划批复文件,需要立项、规划批复文件吗,要立项、规划批复文件吗,30
35,立项、规划批复文件,需要立项、规划批复文件吗,要带立项、规划批复文件吗,30
35,立项、规划批复文件,需要立项、规划批复文件吗,需要带着立项、规划批复文件吗,30
35,立项、规划批复文件,需要立项、规划批复文件吗,我需要带立项、规划批复文件吗,30
35,立项、规划批复文件,需要立项、规划批复文件吗,需不需要带立项、规划批复文件,30
35,立项、规划批复文件,需要带立项、规划批复文件吗,需要带立项文件吗,31
35,立项、规划批复文件,需要立项、规划批复文件吗,要带规划批复文件吗,32
35,立项、规划批复文件,需要立项、规划批复文件吗,规划批复文件是不是也需要带着？,32
35,立项、规划批复文件,需要立项、规划批复文件吗,规划批复文件需要吗,32
35,立项、规划批复文件,需要立项、规划批复文件吗,立项、规划批复文件呢,32
36,国家优惠价,属于国家优惠价,是国家优惠价,33
36,国家优惠价,属于国家优惠价,国家给了优惠,33
36,国家优惠价,属于国家优惠价,价格打折了,33
36,国家优惠价,属于国家优惠价,打折了,33
36,国家优惠价,属于国家优惠价,七折价,33
36,国家优惠价,属于国家优惠价,有国家优惠,33
36,国家优惠价,属于国家优惠价,是优惠价格,33
36,国家优惠价,属于国家优惠价,是打折后的价格,33
36,国家优惠价,属于国家优惠价,我这属于优惠价格,33
36,国家优惠价,属于国家优惠价,当时有优惠,33
37,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,34
37,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,34
37,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,需要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）,34
37,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,需要拿着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,34
37,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）也要吗,34
37,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,需要带政府有关部门核发的资质证明吗,34
37,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,需要带政府有关部门核发的资质证明和公益证明吗,34
37,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,需要准备政府有关部门核发的资质证明和公益证明吗,34
37,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,需不需要政府有关部门核发公益证明,34
37,政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）,需要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗,需要带着政府有关部门核发的资质证明嘛,34
38,外部工程施工,外部工程施工这一步怎么做,外部工程施工具体指什么,35
38,外部工程施工,外部工程施工这一步怎么做,外部工程施工指什么,35
38,外部工程施工,外部工程施工这一步怎么做,外部工程施工指的是？,35
38,外部工程施工,外部工程施工这一步怎么做,外部工程施工不太懂呢,35
38,外部工程施工,外部工程施工这一步怎么做,外部工程施工要怎么做,35
38,外部工程施工,外部工程施工这一步怎么做,外部工程施工是怎么回事？,35
38,外部工程施工,外部工程施工这一步怎么做,什么是外部工程施工,35
38,外部工程施工,外部工程施工这一步怎么做,啥是外部工程施工,35
38,外部工程施工,外部工程施工这一步怎么做,外部工程施工什么意思？,35
38,外部工程施工,外部工程施工这一步怎么做,外部工程施工，我需要做什么？,35
40,装接电表,装接电表这一步怎么做,装接电表具体指什么,36
40,装接电表,装接电表这一步怎么做,装接电表是？,36
40,装接电表,装接电表这一步怎么做,装接电表是怎么回事,36
40,装接电表,装接电表这一步怎么做,装接电表需要我做什么嘛,36
40,装接电表,装接电表这一步怎么做,装接电表不太懂,36
40,装接电表,装接电表这一步怎么做,装接电表是啥,36
40,装接电表,装接电表这一步怎么做,装接电表，不是很明白,36
40,装接电表,装接电表这一步怎么做,不知道装接电表是啥,36
40,装接电表,装接电表这一步怎么做,不清楚装接电表是指啥,36
40,装接电表,装接电表这一步怎么做,装接电表是指？？,36
42,高压,高压电,高压,37
42,高压,高压电,2000v,37
42,高压,高压电,大于1000伏,37
42,高压,高压电,2000v,37
42,高压,高压电,3000v,37
42,高压,高压电,4000v,37
42,高压,高压电,1kv,37
42,高压,高压电,5kv,37
42,高压,高压电,6kv,37
42,高压,高压电,5000v,37
