id,query,label
341,"我是小区用户,如何办电？","3,4"
346,"我是小区居民,需要带什么吗","3,6"
347,"我是小区居民,带什么","3,6"
348,"我是小区用户,需要带什么吗","3,6"
349,"我是小区用户,带什么","3,6"
350,"我是小区居民,需要带客户有效身份证明吗","3,7"
355,"我是小区居民,要带身份证吗","3,8"
365,"我是小区用户,需要拿户口簿吗","3,10"
366,"我是小区居民,替我朋友来办","3,11"
369,"我是小区用户,替我家里来办","3,11"
370,"我是小区居民,要带委托人的身份证明吗","3,12"
372,"我是小区用户,要带委托人的身份证明吗","3,12"
376,"我是小区用户,要带委托授权书吗","3,13"
385,"我是小区用户,家属于宅基地","3,15"
389,"我是小区用户,需要带规划部门的批复文件吗","3,16"
399,"我是小区居民,需要要带有效营业执照复印件吗","3,19"
400,"我是小区用户,要带有效营业执照复印件吗","3,19"
407,"我是小区居民,需要要带有业执照复印件吗","3,21"
408,"我是小区用户,要带营业执照复印件吗","3,21"
409,"我是小区用户,需要要带有业执照复印件吗","3,21"
422,"我是小区居民,要团级及以上证明吗","3,25"
424,"我是小区用户,要团级及以上证明吗","3,25"
426,"我是小区居民,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","3,26"
431,"我是小区居民,家是农村的","3,27"
433,"我是小区用户,家是农村的","3,27"
440,"我是小区用户,这里是新盖的","3,29"
443,"我是小区居民,要带立项、规划批复文件吗","3,30"
445,"我是小区用户,要带立项、规划批复文件吗","3,30"
446,"我是小区居民,需要带立项文件吗","3,31"
448,"我是小区居民,要带规划批复文件吗","3,32"
456,"我是小区居民,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","3,34"
460,"我是小区居民,外部工程施工具体指什么","3,35"
465,"我是小区居民,装接电表是？","3,36"
466,"我是小区用户,装接电表具体指什么","3,36"
475,"我是小区用户,是不是也要主体证明","3,38"
487,"我是小区用户,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","3,41"
493,"我是小区居民,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","3,43"
497,"我是小区居民,要房屋产权证明嘛","3,44"
498,"我是小区用户,要房屋产权证明吗","3,44"
500,"我是小区居民,这房子是我租的","3,45"
504,"我是小区居民,要租赁协议复印件及产权人同意报装证明材料吗","3,46"
505,"我是小区居民,需要带着租赁协议复印件及产权人同意报装证明材料吗","3,46"
507,"我是小区用户,需要带着租赁协议复印件及产权人同意报装证明材料吗","3,46"
509,"我是小区居民,要合法的土地使用证明吗","3,47"
514,"我是小区用户,要土地租赁协议及产权人同意报装证明材料吗","3,48"
520,"我是小区居民,是国家优惠电价","3,50"
523,"我是小区用户,当时电价有打折","3,50"
528,"我是小区居民,要项目立项及批复吗","3,52"
529,"我是小区居民,要带项目立项及批复吗","3,52"
530,"我是小区用户,要项目立项及批复吗","3,52"
532,"我是小区居民,要上级批准文件、立项批准文件吗","3,53"
539,"我是小区居民,需要带建设工程规划许可证及附件吗","3,55"
541,"我是小区用户,需要带建设工程规划许可证及附件吗","3,55"
555,"我是小区居民,装表接电是？","3,59"
558,"您好，我想问一下怎么办电呢,申请受理这一步包括什么","4,5"
570,"您好，我想问一下怎么办电呢,需要带身份证吗","4,8"
576,"如何办电？,我需要带护照吗","4,9"
579,"您好，我想问一下怎么办电呢,我需要拿户口簿吗","4,10"
580,"如何办电？,我需要带户口簿吗","4,10"
582,"您好，我想问一下怎么办电呢,我替我朋友来办","4,11"
585,"如何办电？,我替我家里来办","4,11"
587,"您好，我想问一下怎么办电呢,委托人的身份证明需要吗","4,12"
591,"您好，我想问一下怎么办电呢,委托授权书也要吗","4,13"
600,"如何办电？,我这算是私人宅基地建筑","4,15"
603,"您好，我想问一下怎么办电呢,需要带规划部门的批复文件吗","4,16"
608,"如何办电？,我是非居民","4,17"
609,"如何办电？,我不是居民","4,17"
624,"如何办电？,要带营业执照复印件吗","4,21"
630,"您好，我想问一下怎么办电呢,要事业法人证书或组织机构代码证复印件吗","4,23"
633,"如何办电？,要带事业法人证书或组织机构代码证复印件吗","4,23"
638,"您好，我想问一下怎么办电呢,要团级及以上证明吗","4,25"
639,"您好，我想问一下怎么办电呢,是不是需要团级及以上证明","4,25"
640,"如何办电？,要团级及以上证明吗","4,25"
642,"您好，我想问一下怎么办电呢,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","4,26"
644,"如何办电？,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","4,26"
648,"如何办电？,我在我们村里办电","4,27"
650,"您好，我想问一下怎么办电呢,要乡镇及以上政府或规划部门的批复文件吗","4,28"
651,"您好，我想问一下怎么办电呢,需不需要乡镇及以上政府或规划部门的批复文件","4,28"
653,"如何办电？,需不需要乡镇及以上政府或规划部门的批复文件","4,28"
654,"您好，我想问一下怎么办电呢,这里是新盖的","4,29"
657,"如何办电？,我这里是新建的","4,29"
661,"如何办电？,要带立项、规划批复文件吗","4,30"
665,"您好，我想问一下怎么办电呢,规划批复文件是不是也需要带着？","4,32"
671,"如何办电？,国家给了优惠","4,33"
678,"如何办电？,外部工程施工具体指什么","4,35"
685,"您好，我想问一下怎么办电呢,是高压用户","4,37"
687,"如何办电？,我是高压用户","4,37"
688,"您好，我想问一下怎么办电呢,要主体证明吗","4,38"
689,"您好，我想问一下怎么办电呢,是不是也要主体证明","4,38"
698,"如何办电？,我是机关事业单位的","4,40"
699,"如何办电？,我是代表机关事业单位来的","4,40"
704,"您好，我想问一下怎么办电呢,要报装申请资料吗","4,42"
706,"如何办电？,要报装申请资料吗","4,42"
707,"如何办电？,需不需要报装申请资料","4,42"
709,"您好，我想问一下怎么办电呢,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","4,43"
710,"如何办电？,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","4,43"
713,"您好，我想问一下怎么办电呢,要房屋产权证明嘛","4,44"
717,"您好，我想问一下怎么办电呢,是我租的房子","4,45"
718,"如何办电？,这房子是我租的","4,45"
719,"如何办电？,是我租的房子","4,45"
726,"如何办电？,要合法的土地使用证明吗","4,47"
729,"您好，我想问一下怎么办电呢,要带着土地租赁协议及产权人同意报装证明材料吗","4,48"
731,"如何办电？,要带着土地租赁协议及产权人同意报装证明材料吗","4,48"
732,"您好，我想问一下怎么办电呢,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","4,49"
733,"您好，我想问一下怎么办电呢,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","4,49"
736,"您好，我想问一下怎么办电呢,是国家优惠电价","4,50"
740,"您好，我想问一下怎么办电呢,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","4,51"
742,"如何办电？,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","4,51"
744,"您好，我想问一下怎么办电呢,要项目立项及批复吗","4,52"
745,"您好，我想问一下怎么办电呢,要带项目立项及批复吗","4,52"
751,"如何办电？,要上级批准文件吗","4,53"
757,"如何办电？,我需要带建设工程规划许可证及附件吗","4,55"
758,"您好，我想问一下怎么办电呢,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户","4,56"
761,"如何办电？,我是做钢铁的","4,56"
762,"您好，我想问一下怎么办电呢,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","4,57"
763,"您好，我想问一下怎么办电呢,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","4,57"
766,"您好，我想问一下怎么办电呢,方案答复具体指什么","4,58"
770,"您好，我想问一下怎么办电呢,装表接电具体指什么","4,59"
772,"如何办电？,装表接电具体指什么","4,59"
775,"申请受理这一步包括什么,带什么","5,6"
777,"申请受理，我要怎么做,带什么","5,6"
781,"申请受理，我要怎么做,要带客户有效身份证明吗","5,7"
785,"申请受理，我要怎么做,要带身份证吗","5,8"
788,"申请受理，我要怎么做,我需要带护照吗","5,9"
791,"申请受理这一步包括什么,我需要拿户口簿吗","5,10"
809,"申请受理，我要怎么做,需要带租赁协议复印件吗","5,14"
810,"申请受理这一步包括什么,我这算是私人宅基地建筑","5,15"
811,"申请受理这一步包括什么,我家属于宅基地","5,15"
812,"申请受理，我要怎么做,我这算是私人宅基地建筑","5,15"
813,"申请受理，我要怎么做,我家属于宅基地","5,15"
816,"申请受理，我要怎么做,需要带政府的批复文件吗","5,16"
818,"申请受理这一步包括什么,我是非居民","5,17"
823,"申请受理这一步包括什么,我需要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗","5,18"
826,"申请受理这一步包括什么,要带有效营业执照复印件吗","5,19"
831,"申请受理这一步包括什么,我是代表我们公司来的","5,20"
837,"申请受理，我要怎么做,需要要带有业执照复印件吗","5,21"
841,"申请受理，我要怎么做,是代表学校来的","5,22"
846,"申请受理这一步包括什么,我是军队的","5,24"
850,"申请受理这一步包括什么,要团级及以上证明吗","5,25"
852,"申请受理，我要怎么做,要团级及以上证明吗","5,25"
856,"申请受理，我要怎么做,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","5,26"
861,"申请受理，我要怎么做,家是农村的","5,27"
864,"申请受理，我要怎么做,要乡镇及以上政府或规划部门的批复文件吗","5,28"
865,"申请受理，我要怎么做,需不需要乡镇及以上政府或规划部门的批复文件","5,28"
866,"申请受理这一步包括什么,我这里是新盖的","5,29"
867,"申请受理这一步包括什么,我这里是新建的","5,29"
868,"申请受理，我要怎么做,这里是新盖的","5,29"
869,"申请受理，我要怎么做,我这里是新建的","5,29"
873,"申请受理，我要怎么做,要带立项、规划批复文件吗","5,30"
875,"申请受理，我要怎么做,需要带立项文件吗","5,31"
887,"申请受理，我要怎么做,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","5,34"
889,"申请受理这一步包括什么,外部工程施工指什么","5,35"
892,"申请受理这一步包括什么,装接电表具体指什么","5,36"
895,"申请受理，我要怎么做,装接电表是？","5,36"
898,"申请受理，我要怎么做,高压","5,37"
901,"申请受理这一步包括什么,是不是也要主体证明","5,38"
902,"申请受理，我要怎么做,要主体证明吗","5,38"
906,"申请受理，我要怎么做,我属于企业","5,39"
908,"申请受理这一步包括什么,我是机关事业单位的","5,40"
914,"申请受理，我要怎么做,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","5,41"
915,"申请受理，我要怎么做,要带着企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","5,41"
918,"申请受理，我要怎么做,要报装申请资料吗","5,42"
926,"申请受理，我要怎么做,要房屋产权证明吗","5,44"
936,"申请受理这一步包括什么,要合法的土地使用证明吗","5,47"
939,"申请受理，我要怎么做,要合法的土地使用证明吗","5,47"
940,"申请受理这一步包括什么,要土地租赁协议及产权人同意报装证明材料吗","5,48"
942,"申请受理，我要怎么做,要土地租赁协议及产权人同意报装证明材料吗","5,48"
945,"申请受理这一步包括什么,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","5,49"
953,"申请受理这一步包括什么,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","5,51"
958,"申请受理，我要怎么做,要项目立项及批复吗","5,52"
963,"申请受理，我要怎么做,要上级批准文件吗","5,53"
965,"申请受理，我要怎么做,要规划立项","5,54"
970,"申请受理这一步包括什么,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户","5,56"
971,"申请受理这一步包括什么,我是做钢铁的","5,56"
973,"申请受理，我要怎么做,我是做钢铁的","5,56"
980,"申请受理，我要怎么做,方案答复具体指什么","5,58"
981,"申请受理，我要怎么做,方案答复这一步我需要做什么？","5,58"
982,"申请受理这一步包括什么,装表接电具体指什么","5,59"
986,"需要带什么吗,我需要带客户有效身份证明吗","6,7"
987,"需要带什么吗,要带客户有效身份证明吗","6,7"
991,"需要带什么吗,要带身份证吗","6,8"
993,"带什么呢,要带身份证吗","6,8"
994,"需要带什么吗,我需要带护照吗","6,9"
997,"带什么呢,护照需要吗","6,9"
998,"需要带什么吗,我需要带户口簿吗","6,10"
1001,"带什么呢,我需要拿户口簿吗","6,10"
1002,"需要带什么吗,我替我朋友来办","6,11"
1006,"需要带什么吗,要带委托人的身份证明吗","6,12"
1008,"带什么呢,要带委托人的身份证明吗","6,12"
1015,"需要带什么吗,需要带租赁协议复印件吗","6,14"
1018,"需要带什么吗,我这算是私人宅基地建筑","6,15"
1021,"带什么呢,我家属于宅基地","6,15"
1024,"带什么呢,需要带政府的批复文件吗","6,16"
1030,"需要带什么吗,要带企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办人的身份证复印件吗","6,18"
1036,"带什么呢,要带有效营业执照复印件吗","6,19"
1040,"带什么呢,我是代表公司来的","6,20"
1042,"需要带什么吗,要带营业执照复印件吗","6,21"
1045,"带什么呢,我需要要带有业执照复印件吗","6,21"
1047,"需要带什么吗,我是代表学校来的","6,22"
1049,"带什么呢,我是代表学校来的","6,22"
1054,"需要带什么吗,我是军队的","6,24"
1057,"带什么呢,我是军队的","6,24"
1061,"带什么呢,是不是需要团级及以上证明","6,25"
1062,"需要带什么吗,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","6,26"
1064,"带什么呢,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","6,26"
1065,"带什么呢,我需要带房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","6,26"
1066,"需要带什么吗,我在我们村里办电","6,27"
1067,"需要带什么吗,我家是农村的","6,27"
1071,"需要带什么吗,需不需要乡镇及以上政府或规划部门的批复文件","6,28"
1073,"带什么呢,需不需要乡镇及以上政府或规划部门的批复文件","6,28"
1078,"需要带什么吗,要立项、规划批复文件吗","6,30"
1079,"需要带什么吗,要带立项、规划批复文件吗","6,30"
1087,"带什么呢,规划批复文件是不是也需要带着？","6,32"
1088,"需要带什么吗,是国家优惠价","6,33"
1092,"需要带什么吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","6,34"
1093,"需要带什么吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","6,34"
1094,"带什么呢,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","6,34"
1096,"需要带什么吗,外部工程施工具体指什么","6,35"
1099,"带什么呢,外部工程施工指什么","6,35"
1102,"带什么呢,装接电表具体指什么","6,36"
1103,"带什么呢,装接电表是？","6,36"
1104,"需要带什么吗,高压","6,37"
1110,"带什么呢,要主体证明吗","6,38"
1114,"带什么呢,我属于企业","6,39"
1118,"带什么呢,我是机关事业单位的","6,40"
1122,"带什么呢,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","6,41"
1126,"带什么呢,要报装申请资料吗","6,42"
1127,"带什么呢,需不需要报装申请资料","6,42"
1131,"带什么呢,需要带着客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","6,43"
1134,"带什么呢,要房屋产权证明吗","6,44"
1137,"需要带什么吗,是我租的房子","6,45"
1139,"带什么呢,是我租的房子","6,45"
1140,"需要带什么吗,要租赁协议复印件及产权人同意报装证明材料吗","6,46"
1143,"带什么呢,我需要带着租赁协议复印件及产权人同意报装证明材料吗","6,46"
1144,"需要带什么吗,要合法的土地使用证明吗","6,47"
1147,"带什么呢,要合法的土地使用证明吗","6,47"
1154,"带什么呢,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","6,49"
1155,"带什么呢,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","6,49"
1157,"需要带什么吗,当时电价有打折","6,50"
1161,"需要带什么吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","6,51"
1162,"带什么呢,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","6,51"
1163,"带什么呢,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","6,51"
1172,"需要带什么吗,要规划立项","6,54"
1174,"需要带什么吗,要建设工程规划许可证及附件吗","6,55"
1178,"需要带什么吗,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户","6,56"
1179,"需要带什么吗,我是做钢铁的","6,56"
1185,"带什么呢,我需要带相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","6,57"
1196,"要带客户有效身份证明吗,我需要带身份证吗","7,8"
1212,"要带客户有效身份证明吗,要带委托人的身份证明吗","7,12"
1214,"我需要带客户有效身份证明吗,要带委托授权书吗","7,13"
1222,"我需要带客户有效身份证明吗,我这算是私人宅基地建筑","7,15"
1223,"我需要带客户有效身份证明吗,我家属于宅基地","7,15"
1224,"要带客户有效身份证明吗,我这算是私人宅基地建筑","7,15"
1230,"我需要带客户有效身份证明吗,我是非居民","7,17"
1240,"要带客户有效身份证明吗,要带有效营业执照复印件吗","7,19"
1242,"我需要带客户有效身份证明吗,我是代表公司来的","7,20"
1244,"要带客户有效身份证明吗,我是代表公司来的","7,20"
1247,"我需要带客户有效身份证明吗,我需要要带有业执照复印件吗","7,21"
1248,"要带客户有效身份证明吗,要带营业执照复印件吗","7,21"
1252,"要带客户有效身份证明吗,我是机关事业单位的","7,40"
1256,"要带客户有效身份证明吗,要事业法人证书或组织机构代码证复印件吗","7,23"
1257,"要带客户有效身份证明吗,要带事业法人证书或组织机构代码证复印件吗","7,23"
1258,"我需要带客户有效身份证明吗,我是军队的","7,24"
1268,"要带客户有效身份证明吗,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","7,26"
1277,"要带客户有效身份证明吗,需不需要乡镇及以上政府或规划部门的批复文件","7,28"
1286,"我需要带客户有效身份证明吗,需要带立项文件吗","7,31"
1287,"要带客户有效身份证明吗,需要带立项文件吗","7,31"
1289,"我需要带客户有效身份证明吗,规划批复文件是不是也需要带着？","7,32"
1292,"我需要带客户有效身份证明吗,是国家优惠价","7,33"
1294,"要带客户有效身份证明吗,是国家优惠价","7,33"
1295,"要带客户有效身份证明吗,国家给了优惠","7,33"
1297,"我需要带客户有效身份证明吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","7,34"
1298,"要带客户有效身份证明吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","7,34"
1302,"要带客户有效身份证明吗,外部工程施工具体指什么","7,35"
1304,"我需要带客户有效身份证明吗,装接电表具体指什么","7,36"
1305,"我需要带客户有效身份证明吗,装接电表是？","7,36"
1307,"要带客户有效身份证明吗,装接电表是？","7,36"
1309,"我需要带客户有效身份证明吗,我是高压用户","7,37"
1311,"要带客户有效身份证明吗,我是高压用户","7,37"
1312,"我需要带客户有效身份证明吗,要主体证明吗","7,38"
1318,"要带客户有效身份证明吗,我属于企业","7,39"
1322,"要带客户有效身份证明吗,我是机关事业单位的","7,40"
1323,"要带客户有效身份证明吗,我是代表机关事业单位来的","7,40"
1324,"我需要带客户有效身份证明吗,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","7,41"
1329,"我需要带客户有效身份证明吗,需不需要报装申请资料","7,42"
1330,"要带客户有效身份证明吗,要报装申请资料吗","7,42"
1332,"我需要带客户有效身份证明吗,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","7,43"
1334,"要带客户有效身份证明吗,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","7,43"
1337,"我需要带客户有效身份证明吗,要房屋产权证明嘛","7,44"
1343,"要带客户有效身份证明吗,是我租的房子","7,45"
1344,"我需要带客户有效身份证明吗,要租赁协议复印件及产权人同意报装证明材料吗","7,46"
1350,"要带客户有效身份证明吗,要合法的土地使用证明吗","7,47"
1356,"我需要带客户有效身份证明吗,要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","7,49"
1357,"我需要带客户有效身份证明吗,请问要由所在乡、镇或乡镇以上级别政府部门根据所辖权限开据证明吗","7,49"
1362,"要带客户有效身份证明吗,是国家优惠电价","7,50"
1363,"要带客户有效身份证明吗,当时电价有打折","7,50"
1365,"我需要带客户有效身份证明吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会等）吗","7,51"
1376,"我需要带客户有效身份证明吗,要规划立项","7,54"
1378,"我需要带客户有效身份证明吗,要建设工程规划许可证及附件吗","7,55"
1384,"要带客户有效身份证明吗,我属于钢铁、电解铝、铁合金、水泥、电石、烧碱、黄磷、锌冶炼高耗能等特殊行业客户","7,56"
1388,"要带客户有效身份证明吗,要相关政府部门批准的许可文件包括政府主管部门立项或批复文件，环境评估报告、生产许可证等吗","7,57"
1391,"我需要带客户有效身份证明吗,方案答复这一步我需要做什么？","7,58"
1399,"我需要带身份证吗,护照需要吗","8,9"
1404,"要带身份证吗,我需要带户口簿吗","8,10"
1415,"我需要带身份证吗,委托授权书也要吗","8,13"
1417,"要带身份证吗,委托授权书也要吗","8,13"
1422,"我需要带身份证吗,我这算是私人宅基地建筑","8,15"
1423,"我需要带身份证吗,我家属于宅基地","8,15"
1430,"我需要带身份证吗,我是非居民","8,17"
1432,"要带身份证吗,我是非居民","8,17"
1444,"要带身份证吗,我是代表公司来的","8,20"
1446,"我需要带身份证吗,要带营业执照复印件吗","8,21"
1449,"要带身份证吗,我需要要带有业执照复印件吗","8,21"
1454,"我需要带身份证吗,要事业法人证书或组织机构代码证复印件吗","8,23"
1459,"我需要带身份证吗,我是军队的","8,24"
1460,"要带身份证吗,我是军队的","8,24"
1461,"要带身份证吗,我是军队的","8,24"
1466,"我需要带身份证吗,要房产证复印件或租赁协议复印件（出具房产证复印件及同意报装证明）吗","8,26"
1474,"我需要带身份证吗,要乡镇及以上政府或规划部门的批复文件吗","8,28"
1478,"我需要带身份证吗,我这里是新盖的","8,29"
1479,"我需要带身份证吗,我这里是新建的","8,29"
1482,"我需要带身份证吗,要立项、规划批复文件吗","8,30"
1484,"要带身份证吗,要立项、规划批复文件吗","8,30"
1486,"我需要带身份证吗,需要带立项文件吗","8,31"
1489,"我需要带身份证吗,规划批复文件是不是也需要带着？","8,32"
1491,"要带身份证吗,规划批复文件是不是也需要带着？","8,32"
1496,"我需要带身份证吗,要政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","8,34"
1497,"我需要带身份证和带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","8,34"
1499,"要带身份证吗,我要带着政府有关部门核发的资质证明和公益证明（学校、养老院、居委会）吗","8,34"
1503,"要带身份证吗,外部工程施工指什么","8,35"
1509,"我需要带身份证吗,我是高压用户","8,37"
1513,"我需要带身份证吗,是不是也要主体证明","8,38"
1514,"要带身份证吗,要主体证明吗","8,38"
1515,"要带身份证吗,是不是也要主体证明","8,38"
1516,"我需要带身份证吗,我属于企业","8,39"
1517,"我需要带身份证吗,我代表公司来的","8,39"
1520,"我需要带身份证吗,我是机关事业单位的","8,40"
1523,"要带身份证吗,我是代表机关事业单位来的","8,40"
1526,"要带身份证吗,要企业法定代表人身份证复印件，或法定代表人签章的授权本单位人员的授权委托书及被授权经办的身份证复印件吗","8,41"
1528,"我需要带身份证吗,要报装申请资料吗","8,42"
1530,"要带身份证吗,要报装申请资料吗","8,42"
1531,"要带身份证吗,需不需要报装申请资料","8,42"
1532,"我需要带身份证吗,要客户用电报装申请书、客户用电设备信息登记表（动力、照明）吗","8,43"
